"AvailabilityZone","InstanceType","Price","ProductDescription","Timestamp"
"ca-central-1a","t3.2xlarge","0.110600","Linux/UNIX","5/30/19 7:45:24 AM"
"ca-central-1b","r4.16xlarge","3.913200","Windows","5/30/19 7:45:18 AM"
"ca-central-1a","r4.16xlarge","3.913200","Windows","5/30/19 7:45:18 AM"
"ca-central-1b","r4.16xlarge","0.969200","Linux/UNIX","5/30/19 7:45:18 AM"
"ca-central-1a","r4.16xlarge","0.969200","Linux/UNIX","5/30/19 7:45:18 AM"
"ca-central-1b","r5.metal","5.942500","Windows","5/30/19 6:57:14 AM"
"ca-central-1a","r5.metal","5.942500","Windows","5/30/19 6:57:14 AM"
"ca-central-1b","r5.metal","1.526500","Linux/UNIX","5/30/19 6:57:14 AM"
"ca-central-1a","r5.metal","1.526500","Linux/UNIX","5/30/19 6:57:14 AM"
"ca-central-1b","i3.2xlarge","0.574400","Windows","5/30/19 6:46:29 AM"
"ca-central-1a","i3.2xlarge","0.574400","Windows","5/30/19 6:46:29 AM"
"ca-central-1b","i3.2xlarge","0.206400","Linux/UNIX","5/30/19 6:46:11 AM"
"ca-central-1a","i3.2xlarge","0.206400","Linux/UNIX","5/30/19 6:46:11 AM"
"ca-central-1b","i3.8xlarge","0.825600","Linux/UNIX","5/30/19 6:46:04 AM"
"ca-central-1a","i3.8xlarge","0.825600","Linux/UNIX","5/30/19 6:46:04 AM"
"ca-central-1b","g3.16xlarge","1.699200","Linux/UNIX","5/30/19 6:45:19 AM"
"ca-central-1a","g3.16xlarge","1.699200","Linux/UNIX","5/30/19 6:45:19 AM"
"ca-central-1b","g3.16xlarge","4.643200","Windows","5/30/19 6:45:19 AM"
"ca-central-1a","g3.16xlarge","4.643200","Windows","5/30/19 6:45:19 AM"
"ca-central-1b","i3.8xlarge","2.297600","Windows","5/30/19 6:45:18 AM"
"ca-central-1a","i3.8xlarge","2.297600","Windows","5/30/19 6:45:18 AM"
"ca-central-1b","c5.xlarge","0.241800","Windows","5/30/19 5:47:17 AM"
"ca-central-1a","c5.xlarge","0.241800","Windows","5/30/19 5:47:17 AM"
"ca-central-1b","m4.2xlarge","0.483600","Windows","5/30/19 5:47:06 AM"
"ca-central-1a","m4.2xlarge","0.483600","Windows","5/30/19 5:47:06 AM"
"ca-central-1b","m4.2xlarge","0.115600","Linux/UNIX","5/30/19 5:46:57 AM"
"ca-central-1a","m4.2xlarge","0.115600","Linux/UNIX","5/30/19 5:46:57 AM"
"ca-central-1b","t3.large","0.027700","Linux/UNIX","5/30/19 5:46:44 AM"
"ca-central-1a","t3.large","0.027700","Linux/UNIX","5/30/19 5:46:44 AM"
"ca-central-1b","c5.xlarge","0.057800","Linux/UNIX","5/30/19 5:46:29 AM"
"ca-central-1a","c5.xlarge","0.057800","Linux/UNIX","5/30/19 5:46:29 AM"
"ca-central-1b","t3.large","0.055300","Windows","5/30/19 5:46:11 AM"
"ca-central-1a","t3.large","0.055300","Windows","5/30/19 5:46:11 AM"
"ca-central-1b","c5d.9xlarge","2.176400","Windows","5/30/19 5:45:54 AM"
"ca-central-1a","c5d.9xlarge","2.176400","Windows","5/30/19 5:45:54 AM"
"ca-central-1b","c5d.9xlarge","0.520400","Linux/UNIX","5/30/19 5:45:54 AM"
"ca-central-1a","c5d.9xlarge","0.520400","Linux/UNIX","5/30/19 5:45:54 AM"
"ca-central-1b","c5d.4xlarge","0.231300","Linux/UNIX","5/30/19 5:45:26 AM"
"ca-central-1a","c5d.4xlarge","0.231300","Linux/UNIX","5/30/19 5:45:26 AM"
"ca-central-1b","c5d.4xlarge","0.967300","Windows","5/30/19 5:45:25 AM"
"ca-central-1a","c5d.4xlarge","0.967300","Windows","5/30/19 5:45:25 AM"
"ca-central-1b","m5.metal","5.873100","Windows","5/30/19 5:45:19 AM"
"ca-central-1a","m5.metal","5.873100","Windows","5/30/19 5:45:19 AM"
"ca-central-1b","m5.metal","1.457100","Linux/UNIX","5/30/19 5:45:19 AM"
"ca-central-1a","m5.metal","1.457100","Linux/UNIX","5/30/19 5:45:19 AM"
"ca-central-1b","r5d.4xlarge","0.990400","Windows","5/30/19 5:45:12 AM"
"ca-central-1b","c5.large","0.029100","Linux/UNIX","5/30/19 5:36:58 AM"
"ca-central-1a","r4.4xlarge","0.244500","Linux/UNIX","5/30/19 5:11:34 AM"
"ca-central-1b","m5d.2xlarge","0.121400","Linux/UNIX","5/30/19 4:57:14 AM"
"ca-central-1a","m5d.2xlarge","0.121400","Linux/UNIX","5/30/19 4:57:14 AM"
"ca-central-1b","m5d.2xlarge","0.489400","Windows","5/30/19 4:57:13 AM"
